"","Rat_EntrezGene.ID","Mouse_EntrezGene.ID","MouseVsRat_EntrezGene.ID"
"1845","25155","20963","20963_25155"
"1846","499356","17060","17060_499356"
"1847","116745","192775","192775_116745"
"1848","170842","22057","22057_170842"
"1849","689788","70779","70779_689788"
"1850","116680","19273","19273_116680"
"1851","366952","94230","94230_366952"
"1852","300665","102423","102423_300665"
"1853","305505","216527","216527_305505"
"1854","361452","353258","353258_361452"
"1855","316129","18140","18140_316129"
"1856","500695","66354","66354_500695"
"1857","290556","30877","30877_290556"
"1858","303310","15248","15248_303310"
"1859","689710","77446","77446_689710"
"1860","373066","12589","12589_373066"
"1861","364834","69241","69241_364834"
"1862","312616","70047","70047_312616"
"1863","116700","12640","12640_116700"
"1864","361241","20723","20723_361241"
"1865","291085","20719","20719_291085"
"1866","364705","20708","20708_364705"
"1867","306892","20706","20706_306892"
"1868","296995","14548","14548_296995"
"1869","60465","13043","13043_60465"
"1870","294339","54387","54387_294339"
"1871","192260","52858","52858_192260"
"1872","64529","13030","13030_64529"
"1873","301246","20016","20016_301246"
"1874","81918","93742","93742_81918"
"1875","83536","27418","27418_83536"
"1876","290303","66674","66674_290303"
"1877","293453","70316","70316_293453"
"1878","29454","14561","14561_29454"
"1879","300679","14012","14012_300679"
"1880","29236","16785","16785_29236"
"1881","24708","19645","19645_24708"
"1882","81732","74117","74117_81732"
"1883","140657","14084","14084_140657"
"1884","24559","17451","17451_24559"
"1885","170944","245474","245474_170944"
"1886","114764","13589","13589_114764"
"1887","25230","27360","27360_25230"
"1888","113961","70231","70231_113961"
"1889","245963","353156","353156_245963"
"1890","361745","67155","67155_361745"
"1891","311324","214240","214240_311324"
"1892","291295","76938","76938_291295"
"1893","306328","70625","70625_306328"
"1894","310344","20873","20873_310344"
"1895","117280","51810","51810_117280"
"1896","25532","19341","19341_25532"
"1897","100362748","544678","544678_100362748"
"1898","29716","12289","12289_29716"
"1899","364475","66573","66573_364475"
"1900","117515","18000","18000_117515"
"1901","308739","244058","244058_308739"
"1902","681433","68799","68799_681433"
"1903","291733","106957","106957_291733"
"1904","306571","244349","244349_306571"
"1905","690164","241547","241547_690164"
"1906","81527","18187","18187_81527"
"1907","305918","21821","21821_305918"
"1908","315164","66570","66570_315164"
"1909","303968","73916","73916_303968"
"1910","287541","55978","55978_287541"
"1911","362265","245866","245866_362265"
"1912","293568","20231","20231_293568"
"1913","298981","672284","672284_298981"
"1914","29285","20054","20054_29285"
"1915","499015","321007","321007_499015"
"1916","310662","69269","69269_310662"
"1917","81664","14678","14678_81664"
"1918","360572","268449","268449_360572"
"1919","120098252","383436","383436_120098252"
"1920","687295","66525","66525_687295"
"1921","100312984","26908","26908_100312984"
"1922","299027","26905","26905_299027"
"1923","292747","14113","14113_292747"
"1924","363563","237730","237730_363563"
"1925","295050","69639","69639_295050"
"1926","361753","57753","57753_361753"
"1927","300461","320752","320752_300461"
"1928","315496","244745","244745_315496"
"1929","291414","67655","67655_291414"
"1930","362274","228889","228889_362274"
"1931","85241","18968","18968_85241"
"1932","307639","78833","78833_307639"
"1933","57341","57342","57342_57341"
"1934","63996","24061","24061_63996"
"1935","114634","20471","20471_114634"
"1936","690163","67041","67041_690163"
"1937","304157","268903","268903_304157"
"1938","100034253","237107","237107_100034253"
"1939","290746","320714","320714_290746"
"1940","60571","18432","18432_60571"
"1941","309628","57315","57315_309628"
"1942","288233","71446","71446_288233"
"1943","364675","218271","218271_364675"
"1944","311165","381379","381379_311165"
"1945","298342","67050","67050_298342"
"1946","291165","66707","66707_291165"
"1947","360515","216705","216705_360515"
"1948","29539","11669","11669_29539"
"1949","363082","50996","50996_363082"
"1950","308490","66942","66942_308490"
"1951","360739","19385","19385_360739"
"1952","290705","18004","18004_290705"
"1953","29153","12333","12333_29153"
"1954","114486","109880","109880_114486"
"1955","312652","67784","67784_312652"
"1956","361545","68035","68035_361545"
"1957","306141","24064","24064_306141"
"1958","338458","380698","380698_338458"
"1959","363256","11790","11790_363256"
"1960","686779","232560","232560_686779"
"1961","362277","81018","81018_362277"
"1962","24334","13807","13807_24334"
"1963","170578","74068","74068_170578"
"1964","60433","19719","19719_60433"
"1965","307618","12562","12562_307618"
"1966","83583","14470","14470_83583"
"1967","296966","66075","66075_296966"
"1968","315833","244923","244923_315833"
"1969","315840","17920","17920_315840"
"1970","252855","71514","71514_252855"
"1971","25023","18751","18751_25023"
"1972","554353","23890","23890_554353"
"1973","302661","237222","237222_302661"
"1974","361995","70767","70767_361995"
"1975","288003","106344","106344_288003"
"1976","297968","433693","433693_297968"
"1977","29693","11938","11938_29693"
"1978","309696","110279","110279_309696"
"1979","291926","213435","213435_291926"
"1980","29322","18797","18797_29322"
"1981","25515","18817","18817_25515"
"1982","29240","18970","18970_29240"
"1983","363707","217337","217337_363707"
"1984","361921","13605","13605_361921"
"1985","266975","20226","20226_266975"
"1986","361390","24015","24015_361390"
"1987","25322","15485","15485_25322"
"1988","295975","98221","98221_295975"
"1989","81767","19921","19921_81767"
"1990","116664","66144","66144_116664"
"1991","63843","57385","57385_63843"
"1992","171107","170735","170735_171107"
"1993","100910054","77286","77286_100910054"
"1994","298318","194744","194744_298318"
"1995","304528","72151","72151_304528"
"1996","29150","17184","17184_29150"
"1997","315346","16402","16402_315346"
"1998","313583","75062","75062_313583"
"1999","50676","14411","14411_50676"
"2000","66030","72003","72003_66030"
"2001","307401","225600","225600_307401"
"2002","363089","235461","235461_363089"
"2003","500818","71137","71137_500818"
"2004","360831","68758","68758_360831"
"2005","308631","215819","215819_308631"
"2006","25561","20962","20962_25561"
"2007","363924","231724","231724_363924"
"2008","315298","26934","26934_315298"
"2009","308857","69387","69387_308857"
"2010","367167","22036","22036_367167"
"2011","100361513","74375","74375_100361513"
"2012","303534","74407","74407_303534"
"2013","305021","109232","109232_305021"
"2014","300713","72022","72022_300713"
"2015","314681","237422","237422_314681"
"2016","79220","14804","14804_79220"
"2017","313479","18392","18392_313479"
"2018","292729","53607","53607_292729"
"2019","501282","28106","28106_501282"
"2020","301701","67052","67052_301701"
"2021","300128","12614","12614_300128"
"2022","293937","329064","329064_293937"
"2023","287824","432613","432613_287824"
"2024","687183","215194","215194_687183"
"2025","291841","234594","234594_291841"
"2026","171577","17075","17075_171577"
"2027","494343","56753","56753_494343"
"2028","295214","20193","20193_295214"
"2029","306243","12294","12294_306243"
"2030","117514","56338","56338_117514"
"2031","29650","11487","11487_29650"
"2032","316640","66615","66615_316640"
"2033","303240","216846","216846_303240"
"2034","64515","107995","107995_64515"
"2035","291969","11972","11972_291969"
"2036","171061","27397","27397_171061"
"2037","287873","208092","208092_287873"
"2038","307524","74320","74320_307524"
"2039","93662","170677","170677_93662"
"2040","246214","239037","239037_246214"
"2041","306307","57811","57811_306307"
"2042","54241","67300","67300_54241"
"2043","307494","67936","67936_307494"
"2044","311118","228012","228012_311118"
"2045","364837","71683","71683_364837"
"2046","360715","117606","117606_360715"
"2047","114515","14768","14768_114515"
"2048","114300","69237","69237_114300"
"2049","680891","66125","66125_680891"
"2050","304570","69663","69663_304570"
"2051","300673","80288","80288_300673"
"2052","79243","15486","15486_79243"
"2053","25739","110078","110078_25739"
"2054","171350","18458","18458_171350"
"2055","308968","19647","19647_308968"
"2056","59087","53319","53319_59087"
"2057","501621","170722","170722_501621"
"2058","308653","83454","83454_308653"
"2059","302591","245610","245610_302591"
"2060","289150","70454","70454_289150"
"2061","288447","231915","231915_288447"
"2062","288269","68001","68001_288269"
"2063","680737","69878","69878_680737"
"2064","309301","59028","59028_309301"
"2065","308937","22390","22390_308937"
"2066","246299","66596","66596_246299"
"2067","691534","66181","66181_691534"
"2068","84013","56348","56348_84013"
"2069","25493","18035","18035_25493"
"2070","313575","56198","56198_313575"
"2071","305584","19696","19696_305584"
"2072","85268","99296","99296_85268"
"2073","312213","243743","243743_312213"
"2074","25479","65114","65114_25479"
"2075","360810","68080","68080_360810"
"2076","65133","11828","11828_65133"
"2077","498633","234219","234219_498633"
"2078","94198","19170","19170_94198"
"2079","313450","69942","69942_313450"
"2080","309165","19697","19697_309165"
"2081","287828","15374","15374_287828"
"2082","24792","11611","11611_24792"
"2083","361574","20637","20637_361574"
"2084","289780","52513","52513_289780"
"2085","363630","216850","216850_363630"
"2086","361578","211548","211548_361578"
"2087","299976","382985","382985_299976"
"2088","314648","103425","103425_314648"
"2089","365894","94093","94093_365894"
"2090","316035","67213","67213_316035"
"2091","298280","242585","242585_298280"
"2092","304791","213452","213452_304791"
"2093","293586","69752","69752_293586"
"2094","293587","69064","69064_293587"
"2095","290206","73902","73902_290206"
"2096","84551","50934","50934_84551"
"2097","116475","67661","67661_116475"
"2098","362178","228410","228410_362178"
"2099","299920","54562","54562_299920"
"2100","84486","81898","81898_84486"
"2101","289350","98732","98732_289350"
"2102","84401","67959","67959_84401"
"2103","498328","18764","18764_498328"
"2104","690407","76877","76877_690407"
"2105","25276","20957","20957_25276"
"2106","500442","68922","68922_500442"
"2107","64185","12331","12331_64185"
"2108","292028","85305","85305_292028"
"2109","94268","13636","13636_94268"
"2110","300077","14904","14904_300077"
"2111","362728","28071","28071_362728"
"2112","289561","231329","231329_289561"
"2113","292263","67141","67141_292263"
"2114","690450","21340","21340_690450"
"2115","361954","72789","72789_361954"
"2116","24446","15234","15234_24446"
"2117","58960","26396","26396_58960"
"2118","362892","110962","110962_362892"
"2119","290485","58187","58187_290485"
"2120","116601","11937","11937_116601"
"2121","25617","14828","14828_25617"
"2122","25308","13014","13014_25308"
"2123","499149","114640","114640_499149"
"2124","65183","11671","11671_65183"
"2125","81709","17685","17685_81709"
"2126","691657","12925","12925_691657"
"2127","311592","228846","228846_311592"
"2128","140936","19674","19674_140936"
"2129","66024","18167","18167_66024"
"2130","24553","17295","17295_24553"
"2131","300666","71764","71764_300666"
"2132","306655","50916","50916_306655"
"2133","307715","64379","64379_307715"
"2134","678743","21892","21892_678743"
"2135","306672","210106","210106_306672"
"2136","365984","26938","26938_365984"
"2137","307745","214627","214627_307745"
"2138","25490","18002","18002_25490"
"2139","85238","104015","104015_85238"
"2140","365963","16875","16875_365963"
"2141","311901","16874","16874_311901"
"2142","259222","208990","208990_259222"
"2143","306204","286940","286940_306204"
"2144","310526","73124","73124_310526"
"2145","362593","230737","230737_362593"
"2146","313588","76793","76793_313588"
"2147","498806","667663","667663_498806"
"2148","25017","17918","17918_25017"
"2149","64527","231887","231887_64527"
"2150","362817","12566","12566_362817"
"2151","25681","12813","12813_25681"
"2152","25721","14719","14719_25721"
"2153","24775","20415","20415_24775"
"2154","499420","15468","15468_499420"
"2155","65193","18096","18096_65193"
"2156","29271","12631","12631_29271"
"2157","679934","101314","101314_679934"
"2158","361945","50706","50706_361945"
"2159","364838","13476","13476_364838"
"2160","25526","19215","19215_25526"
"2161","89820","71974","71974_89820"
"2162","363026","59035","59035_363026"
"2163","295384","99890","99890_295384"
"2164","361402","214572","214572_361402"
"2165","688502","381813","381813_688502"
"2166","85490","12831","12831_85490"
"2167","306805","66695","66695_306805"
"2168","116563","11773","11773_116563"
"2169","64463","20930","20930_64463"
"2170","308900","67150","67150_308900"
"2171","116479","16456","16456_116479"
"2172","304656","67736","67736_304656"
"2173","307486","93893","93893_307486"
"2174","680203","93891","93891_680203"
"2175","548106","93890","93890_548106"
"2176","108348771","93888","93888_108348771"
"2177","108348201","93886","93886_108348201"
"2178","108348233","93884","93884_108348233"
"2179","25133","93883","93883_25133"
"2180","291652","93878","93878_291652"
"2181","291654","93876","93876_291654"
"2182","291655","93875","93875_291655"
"2183","291656","93874","93874_291656"
"2184","498843","93873","93873_498843"
"2185","364841","93872","93872_364841"
"2186","252897","93723","93723_252897"
"2187","498849","93722","93722_498849"
"2188","364843","93716","93716_364843"
"2189","291635","93715","93715_291635"
"2190","498846","93710","93710_498846"
"2191","364844","93704","93704_364844"
"2192","680448","93702","93702_680448"
"2193","102552705","93701","93701_102552705"
"2194","364845","93700","93700_364845"
"2195","498848","93699","93699_498848"
"2196","296374","228880","228880_296374"
"2197","363448","67117","67117_363448"
"2198","60630","107449","107449_60630"
"2199","298385","17149","17149_298385"
"2200","690303","66441","66441_690303"
"2201","24686","19122","19122_24686"
"2202","294394","210198","210198_294394"
"2203","29409","17136","17136_29409"
"2204","64678","22042","22042_64678"
"2205","288562","50765","50765_288562"
"2206","100360180","110208","110208_100360180"
"2207","303292","11736","11736_303292"
"2208","287476","195018","195018_287476"
"2209","29609","18742","18742_29609"
"2210","287585","53892","53892_287585"
"2211","24404","14775","14775_24404"
"2212","29215","11847","11847_29215"
"2213","81803","20909","20909_81803"
"2214","497878","18197","18197_497878"
"2215","83841","53378","53378_83841"
"2216","311532","228765","228765_311532"
"2217","361711","19708","19708_361711"
"2218","296351","381404","381404_296351"
"2219","294009","67116","67116_294009"
"2220","114839","51813","51813_114839"
"2221","140654","27050","27050_140654"
"2222","685867","17904","17904_685867"
"2223","108352369","100043318","100043318_108352369"
"2224","84487","140919","140919_84487"
"2225","305506","16418","16418_305506"
"2226","298942","13382","13382_298942"
"2227","266609","107242","107242_266609"
"2228","689997","210998","210998_689997"
"2229","295457","67006","67006_295457"
"2230","684322","74287","74287_684322"
"2231","290642","234388","234388_290642"
"2232","315500","67484","67484_315500"
"2233","364154","68552","68552_364154"
"2234","367090","72774","72774_367090"
"2235","29672","26442","26442_29672"
"2236","362134","109129","109129_362134"
"2237","25106","19733","19733_25106"
"2238","364637","66822","66822_364637"
"2239","497915","13495","13495_497915"
"2240","305956","268752","268752_305956"
"2241","366265","19334","19334_366265"
"2242","367038","11768","11768_367038"
"2243","292949","64058","64058_292949"
"2244","287820","237987","237987_287820"
"2245","252917","217166","217166_252917"
"2246","312896","277328","277328_312896"
"2247","432392","53618","53618_432392"
"2248","24240","69719","69719_24240"
"2249","116718","103737","103737_116718"
"2250","171148","104245","104245_171148"
"2251","116509","14664","14664_116509"
"2252","116638","72961","72961_116638"
"2253","29565","13629","13629_29565"
"2254","308516","52428","52428_308516"
"2255","316531","22145","22145_316531"
"2256","296301","19383","19383_296301"
"2257","310019","105372","105372_310019"
"2258","690085","77045","77045_690085"
"2259","291394","66054","66054_291394"
"2260","291287","238463","238463_291287"
"2261","361422","72042","72042_361422"
"2262","83531","22334","22334_83531"
"2263","113901","81600","81600_113901"
"2264","295352","229688","229688_295352"
"2265","361846","30930","30930_361846"
"2266","298012","19359","19359_298012"
"2267","362857","103266","103266_362857"
"2268","301514","66821","66821_301514"
"2269","302559","54636","54636_302559"
"2270","500040","21753","21753_500040"
"2271","298331","236749","236749_298331"
"2272","116722","53380","53380_116722"
"2273","312225","101240","101240_312225"
"2274","299982","68839","68839_299982"
"2275","100362005","14790","14790_100362005"
"2276","363113","56403","56403_363113"
"2277","679898","66492","66492_679898"
"2278","140673","108124","108124_140673"
"2279","310946","67144","67144_310946"
"2280","288031","224093","224093_288031"
"2281","309642","23853","23853_309642"
"2282","302363","56726","56726_302363"
"2283","365024","234852","234852_365024"
"2284","298675","67830","67830_298675"
"2285","300791","27965","27965_300791"
"2286","360874","27878","27878_360874"
"2287","288305","12469","12469_288305"
"2288","360464","74108","74108_360464"
"2289","364974","69724","69724_364974"
"2290","29531","15445","15445_29531"
"2291","362905","66736","66736_362905"
"2292","500855","68036","68036_500855"
"2293","360720","67657","67657_360720"
"2294","25269","19293","19293_25269"
"2295","315675","235379","235379_315675"
"2296","81681","16987","16987_81681"
"2297","83513","17391","17391_83513"
"2298","29579","23943","23943_29579"
"2299","54322","12864","12864_54322"
"2300","311621","67145","67145_311621"
"2301","100361376","235041","235041_100361376"
"2302","362676","66469","66469_362676"
"2303","363054","319742","319742_363054"
"2304","304278","71799","71799_304278"
"2305","29569","18542","18542_29569"
"2306","289693","13204","13204_289693"
"2307","300257","56612","56612_300257"
"2308","117535","107932","107932_117535"
"2309","117526","21374","21374_117526"
"2310","291567","170826","170826_291567"
"2311","25388","216869","216869_25388"
"2312","288457","14842","14842_288457"
"2313","499413","74377","74377_499413"
"2314","311661","22722","22722_311661"
"2315","500587","230903","230903_500587"
"2316","303634","14674","14674_303634"
"2317","64032","14219","14219_64032"
"2318","689897","12970","12970_689897"
"2319","84480","12176","12176_84480"
"2320","171581","228543","228543_171581"
"2321","362335","70699","70699_362335"
"2322","296654","227753","227753_296654"
"2323","24884","22612","22612_24884"
"2324","362427","194401","194401_362427"
"2325","24471","15507","15507_24471"
"2326","293048","56315","56315_293048"
"2327","291047","107889","107889_291047"
"2328","307475","240239","240239_307475"
"2329","307503","225363","225363_307503"
"2330","29662","14569","14569_29662"
"2331","299811","432508","432508_299811"
"2332","363005","18521","18521_363005"
"2333","308311","232791","232791_308311"
"2334","501153","73884","73884_501153"
"2335","363241","55949","55949_363241"
"2336","361232","68083","68083_361232"
"2337","64465","12540","12540_64465"
"2338","365388","23997","23997_365388"
"2339","362890","67125","67125_362890"
"2340","171565","70527","70527_171565"
"2341","497900","66089","66089_497900"
"2342","312640","66087","66087_312640"
"2343","365797","67890","67890_365797"
"2344","64351","56418","56418_64351"
"2345","363478","55988","55988_363478"
"2346","360950","22388","22388_360950"
"2347","361662","12237","12237_361662"
"2348","364144","72313","72313_364144"
"2349","499362","16814","16814_499362"
"2350","685888","68002","68002_685888"
"2351","288741","231630","231630_288741"
"2352","304582","53890","53890_304582"
"2353","501841","23790","23790_501841"
"2354","64467","12496","12496_64467"
"2355","311796","58202","58202_311796"
"2356","362078","77683","77683_362078"
"2357","308291","215789","215789_308291"
"2358","690961","76332","76332_690961"
"2359","292098","209966","209966_292098"
"2360","689988","20667","20667_689988"
"2361","502684","228778","228778_502684"
"2362","361974","229487","229487_361974"
"2363","310200","67434","67434_310200"
"2364","685646","252967","252967_685646"
"2365","302642","20229","20229_302642"
"2366","309002","244219","244219_309002"
"2367","266712","233900","233900_266712"
"2368","367455","76905","76905_367455"
"2369","309665","140765","140765_309665"
"2370","171136","208650","208650_171136"
"2371","305310","75991","75991_305310"
"2372","24258","12652","12652_24258"
"2373","500709","217837","217837_500709"
"2374","681996","217737","217737_681996"
"2375","314352","20338","20338_314352"
"2376","291091","66222","66222_291091"
"2377","289231","59287","59287_289231"
"2378","304132","53858","53858_304132"
"2379","308632","56016","56016_308632"
"2380","316256","94185","94185_316256"
"2381","60662","14176","14176_60662"
"2382","313494","21894","21894_313494"
"2383","29402","22248","22248_29402"
"2384","170583","64654","64654_170583"
"2385","290046","15381","15381_290046"
"2386","24439","14651","14651_24439"
"2387","503165","66251","66251_503165"
"2388","307766","93762","93762_307766"
"2389","78967","84004","84004_78967"
"2390","140588","14634","14634_140588"
"2391","114104","54447","54447_114104"
"2392","64387","67896","67896_64387"
"2393","29169","22370","22370_29169"
"2394","313471","242620","242620_313471"
"2395","362018","17306","17306_362018"
"2396","24332","13706","13706_24332"
"2397","293551","54208","54208_293551"
"2398","399679","11628","11628_399679"
"2399","500904","17972","17972_500904"
"2400","311713","73247","73247_311713"
"2401","367074","214523","214523_367074"
"2402","56819","54616","54616_56819"
"2403","311215","14043","14043_311215"
"2404","299499","320145","320145_299499"
"2405","361627","20841","20841_361627"
"2406","302864","236792","236792_302864"
"2407","303211","216829","216829_303211"
"2408","315119","17305","17305_315119"
"2409","293638","27267","27267_293638"
"2410","365748","59058","59058_365748"
"2411","500261","14924","14924_500261"
"2412","301343","214895","214895_301343"
"2413","117277","13854","13854_117277"
"2414","299907","14042","14042_299907"
"2415","313610","56219","56219_313610"
"2416","316732","74355","74355_316732"
"2417","312495","232174","232174_312495"
"2418","81725","18198","18198_81725"
"2419","296884","170772","170772_296884"
"2420","116660","19275","19275_116660"
"2421","29714","19276","19276_29714"
"2422","299061","18094","18094_299061"
"2423","498997","72780","72780_498997"
"2424","365972","64918","64918_365972"
"2425","313954","17182","17182_313954"
"2426","299626","17873","17873_299626"
"2427","81663","14673","14673_81663"
"2428","100910104","22437","22437_100910104"
"2429","64053","23859","23859_64053"
"2430","170632","14166","14166_170632"
"2431","59304","14566","14566_59304"
"2432","363595","21414","21414_363595"
"2433","25252","13383","13383_25252"
"2434","296730","214301","214301_296730"
"2435","24278","12967","12967_24278"
"2436","684028","12964","12964_684028"
"2437","24326","13617","13617_24326"
"2438","296358","17183","17183_296358"
"2439","299996","17181","17181_299996"
"2440","362268","19668","19668_362268"
"2441","25411","12789","12789_25411"
"2442","297894","17180","17180_297894"
"2443","29331","12950","12950_29331"
"2444","312510","21841","21841_312510"
"2445","316742","21815","21815_316742"
"2446","313138","50793","50793_313138"
"2447","290775","52348","52348_290775"
"2448","293067","65098","65098_293067"
"2449","299909","223601","223601_299909"
"2450","290995","66494","66494_290995"
"2451","157074","66945","66945_157074"
"2452","294258","27632","27632_294258"
"2453","313155","73205","73205_313155"
"2454","303794","13353","13353_303794"
"2455","296370","19025","19025_296370"
"2456","25655","14612","14612_25655"
"2457","24167","11517","11517_24167"
"2458","25321","14602","14602_25321"
"2459","684830","75516","75516_684830"
"2460","298875","17775","17775_298875"
"2461","25008","16992","16992_25008"
"2462","24835","21926","21926_24835"
"2463","56646","16852","16852_56646"
"2464","171134","107753","107753_171134"
"2465","361628","13690","13690_361628"
"2466","313981","217431","217431_313981"
"2467","25373","11625","11625_25373"
"2468","60460","15512","15512_60460"
"2469","24963","15482","15482_24963"
"2470","315744","319480","319480_315744"
"2471","290831","234135","234135_290831"
"2472","293047","16576","16576_293047"
"2473","304809","75605","75605_304809"
"2474","310155","268783","268783_310155"
"2475","83497","18260","18260_83497"
"2476","363247","22596","22596_363247"
"2477","54251","14254","14254_54251"
"2478","63878","20856","20856_63878"
"2479","364152","18935","18935_364152"
"2480","59103","64292","64292_59103"
"2481","312108","94190","94190_312108"
"2482","266997","212108","212108_266997"
"2483","114215","16336","16336_114215"
"2484","64022","12223","12223_64022"
"2485","24875","22354","22354_24875"
"2486","114503","18996","18996_114503"
"2487","307237","93737","93737_307237"
"2488","299872","16341","16341_299872"
"2489","64152","56398","56398_64152"
"2490","313048","19646","19646_313048"
"2491","362226","27054","27054_362226"
"2492","315150","11564","11564_315150"
"2493","83529","22333","22333_83529"
"2494","685045","73112","73112_685045"
"2495","60376","53317","53317_60376"
"2496","365601","11793","11793_365601"
"2497","305896","16391","16391_305896"
"2498","298894","18109","18109_298894"
"2499","499579","66326","66326_499579"
"2500","64622","11538","11538_64622"
"2501","29702","13666","13666_29702"
"2502","298961","23795","23795_298961"
"2503","25056","19659","19659_25056"
"2504","308944","76954","76954_308944"
"2505","246187","66432","66432_246187"
"2506","81523","17926","17926_81523"
"2507","289233","19298","19298_289233"
"2508","83720","14107","14107_83720"
"2509","307811","330836","330836_307811"
"2510","260326","14766","14766_260326"
"2511","24337","13866","13866_24337"
"2512","114108","53318","53318_114108"
"2513","117253","13411","13411_117253"
"2514","494280","628946","628946_494280"
"2515","494267","171267","171267_494267"
"2516","494230","171262","171262_494230"
"2517","494296","171261","171261_494296"
"2518","494266","171244","171244_494266"
"2519","494254","171242","171242_494254"
"2520","299649","171241","171241_299649"
"2521","494229","171234","171234_494229"
"2522","494225","171233","171233_494225"
"2523","100312665","171231","171231_100312665"
"2524","494234","171228","171228_494234"
"2525","494300","171227","171227_494300"
"2526","494259","171226","171226_494259"
"2527","494231","171225","171225_494231"
"2528","494258","171224","171224_494258"
"2529","494309","252910","252910_494309"
"2530","494282","252909","252909_494282"
"2531","102551504","252905","252905_102551504"
"2532","690334","387355","387355_690334"
"2533","502757","387512","387512_502757"
"2534","500091","387513","387513_500091"
"2535","287003","353167","353167_287003"
"2536","100310881","387354","387354_100310881"
"2537","690472","387351","387351_690472"
"2538","100310876","353165","353165_100310876"
"2539","680188","353148","353148_680188"
"2540","689869","387616","387616_689869"
"2541","100310879","387340","387340_100310879"
"2542","100310878","387341","387341_100310878"
"2543","100310885","387345","387345_100310885"
"2544","78981","387342","387342_78981"
"2545","78982","387346","387346_78982"
"2546","78983","387349","387349_78983"
"2547","690481","387352","387352_690481"
"2548","100310875","387344","387344_100310875"
"2549","100310880","353166","353166_100310880"
"2550","500101","387515","387515_500101"
"2551","100363053","387356","387356_100363053"
"2552","246219","387353","387353_246219"
"2553","295589","387511","387511_295589"
"2554","690572","387343","387343_690572"
"2555","690448","387348","387348_690448"
"2556","500089","574417","574417_500089"
"2557","100310886","667992","667992_100310886"
"2558","502756","387514","387514_502756"
"2559","78979","57254","57254_78979"
"2560","554302","57253","57253_554302"
"2561","78985","57252","57252_78985"
"2562","100310877","112408","112408_100310877"
"2563","364883","12590","12590_364883"
"2564","114498","50796","50796_114498"
"2565","24547","17196","17196_24547"
"2566","60393","53315","53315_60393"
"2567","65185","20888","20888_65185"
"2568","364976","71846","71846_364976"
"2569","288917","66590","66590_288917"
"2570","315996","20350","20350_315996"
"2571","296787","20348","20348_296787"
"2572","503446","70392","70392_503446"
"2573","300768","235431","235431_300768"
"2574","312299","14056","14056_312299"
"2575","293649","16973","16973_293649"
"2576","81651","121021","121021_81651"
"2577","296219","56488","56488_296219"
"2578","315352","237082","237082_315352"
"2579","308265","16798","16798_308265"
"2580","681936","217738","217738_681936"
"2581","59302","12155","12155_59302"
"2582","300455","73230","73230_300455"
"2583","316325","50785","50785_316325"
"2584","25589","16542","16542_25589"
"2585","64546","16160","16160_64546"
"2586","293656","225884","225884_293656"
"2587","24582","17880","17880_24582"
"2588","171352","13113","13113_171352"
"2589","252895","93717","93717_252895"
"2590","307487","93892","93892_307487"
"2591","291647","93885","93885_291647"
"2592","291648","93882","93882_291648"
"2593","291649","93881","93881_291649"
"2594","680047","93880","93880_680047"
"2595","680020","93879","93879_680020"
"2596","102552497","93703","93703_102552497"
"2597","301323","19076","19076_301323"
"2598","360920","68473","68473_360920"
"2599","364081","54139","54139_364081"
"2600","292810","67471","67471_292810"
"2601","304396","71735","71735_304396"
"2602","314969","110109","110109_314969"
"2603","315864","320615","320615_315864"
"2604","171100","26360","26360_171100"
"2605","679942","72713","72713_679942"
"2606","689174","241311","241311_689174"
"2607","298698","70726","70726_298698"
"2608","300711","11920","11920_300711"
"2609","65208","65254","65254_65208"
"2610","500005","67210","67210_500005"
"2611","362185","77015","77015_362185"
"2612","25378","11705","11705_25378"
"2613","295117","229389","229389_295117"
"2614","266778","56544","56544_266778"
"2615","690227","383258","383258_690227"
"2616","685641","627743","627743_685641"
"2617","301154","625029","625029_301154"
"2618","308190","546726","546726_308190"
"2619","29375","22255","22255_29375"
"2620","309129","218503","218503_309129"
"2621","366507","69151","69151_366507"
"2622","679127","107094","107094_679127"
"2623","25415","12933","12933_25415"
"2624","25416","12934","12934_25416"
"2625","25418","22240","22240_25418"
"2626","25417","26757","26757_25417"
"2627","315333","223922","223922_315333"
"2628","314028","104836","104836_314028"
"2629","114629","13487","13487_114629"
"2630","362329","23917","23917_362329"
"2631","362873","54712","54712_362873"
"2632","363009","75089","75089_363009"
"2633","500715","12454","12454_500715"
"2634","282546","239985","239985_282546"
"2635","315173","223722","223722_315173"
"2636","290221","18185","18185_290221"
"2637","301285","21419","21419_301285"
"2638","363425","12390","12390_363425"
"2639","311245","22034","22034_311245"
"2640","362809","56351","56351_362809"
"2641","300177","266632","266632_300177"
"2642","366957","19354","19354_366957"
"2643","688319","170758","170758_688319"
"2644","291324","13434","13434_291324"
"2645","444984","13435","13435_444984"
"2646","294521","633979","633979_294521"
"2647","304962","226641","226641_304962"
"2648","312826","12764","12764_312826"
"2649","29598","67972","67972_29598"
"2650","314740","380654","380654_314740"
"2651","296750","72772","72772_296750"
"2652","84607","216233","216233_84607"
"2653","309860","109205","109205_309860"
"2654","300149","52683","52683_300149"
"2655","680883","211187","211187_680883"
"2656","312668","319734","319734_312668"
"2657","500305","319618","319618_500305"
"2658","690073","71169","71169_690073"
"2659","360926","16924","16924_360926"
"2660","140587","20678","20678_140587"
"2661","314751","319880","319880_314751"
