"","Rat_EntrezGene.ID","Mouse_EntrezGene.ID","MouseVsRat_EntrezGene.ID"
"1795","25359","21917","21917_25359"
"1796","308451","233011","233011_308451"
"1797","690043","70238","70238_690043"
"1798","266759","15525","15525_266759"
"1799","314297","170721","170721_314297"
"1800","499211","233552","233552_499211"
"1801","25117","15484","15484_25117"
"1802","29740","13177","13177_29740"
"1803","315970","321022","321022_315970"
"1804","60381","22099","22099_60381"
"1805","363767","320712","320712_363767"
"1806","362608","230770","230770_362608"
"1807","25393","12032","12032_25393"
"1808","192360","72205","72205_192360"
"1809","102551408","70757","70757_102551408"
"1810","498831","225289","225289_498831"
"1811","316507","20420","20420_316507"
"1812","310946","67144","67144_310946"
"1813","64631","67128","67128_64631"
"1814","114764","13589","13589_114764"
"1815","619566","217946","217946_619566"
"1816","498538","66854","66854_498538"
"1817","289046","66241","66241_289046"
"1818","360829","71782","71782_360829"
"1819","294787","71175","71175_294787"
"1820","310638","192195","192195_310638"
"1821","362550","26563","26563_362550"
"1822","314126","217578","217578_314126"
"1823","56084","15239","15239_56084"
"1824","29593","12716","12716_29593"
"1825","679811","229473","229473_679811"
"1826","59302","12155","12155_59302"
"1827","362286","23856","23856_362286"
"1828","313722","74646","74646_313722"
"1829","291450","110695","110695_291450"
"1830","29596","15982","15982_29596"
"1831","58936","12795","12795_58936"
"1832","282845","80751","80751_282845"
"1833","102551660","225898","225898_102551660"
"1834","360956","100855","100855_360956"
"1835","296461","228983","228983_296461"
"1836","287768","76479","76479_287768"
"1837","364227","65257","65257_364227"
"1838","304278","71799","71799_304278"
"1839","79117","11844","11844_79117"
"1840","171052","17386","17386_171052"
"1841","64523","21745","21745_64523"
"1842","293484","56347","56347_293484"
"1843","290232","28113","28113_290232"
"1844","287772","66997","66997_287772"
"1845","360524","67966","67966_360524"
"1846","362084","227624","227624_362084"
"1847","64226","56716","56716_64226"
"1848","316077","215446","215446_316077"
"1849","302938","17237","17237_302938"
"1850","306616","17930","17930_306616"
"1851","502749","69923","69923_502749"
"1852","315926","102502","102502_315926"
"1853","306618","234094","234094_306618"
"1854","300208","74351","74351_300208"
"1855","499721","229927","229927_499721"
"1856","308016","229933","229933_308016"
"1857","308015","23844","23844_308015"
"1858","361769","24069","24069_361769"
"1859","690728","71177","71177_690728"
"1860","309256","330554","330554_309256"
"1861","361617","69710","69710_361617"
"1862","298549","76824","76824_298549"
"1863","170577","17169","17169_170577"
"1864","245925","101471","101471_245925"
"1865","287115","67078","67078_287115"
"1866","679942","72713","72713_679942"
"1867","305127","52397","52397_305127"
"1868","315858","108837","108837_315858"
"1869","313138","50793","50793_313138"
"1870","361449","67418","67418_361449"
"1871","313729","74155","74155_313729"
"1872","289089","117198","117198_289089"
"1873","287924","70120","70120_287924"
"1874","310633","94232","94232_310633"
"1875","313539","230674","230674_313539"
"1876","294009","67116","67116_294009"
"1877","294979","21744","21744_294979"
"1878","306417","59009","59009_306417"
"1879","690102","621893","621893_690102"
"1880","64646","319162","319162_64646"
"1881","499675","319176","319176_499675"
"1882","313167","230082","230082_313167"
"1883","363849","15260","15260_363849"
"1884","498385","209707","209707_498385"
"1885","306197","68059","68059_306197"
"1886","688968","70601","70601_688968"
"1887","303024","103583","103583_303024"
"1888","313564","230709","230709_313564"
"1889","366515","59002","59002_366515"
"1890","65027","67772","67772_65027"
"1891","314046","217473","217473_314046"
"1892","307820","54446","54446_307820"
"1893","305909","219103","219103_305909"
"1894","311209","277414","277414_311209"
"1895","300860","215351","215351_300860"
"1896","315478","102607","102607_315478"
"1897","64896","70769","70769_64896"
"1898","289827","216558","216558_289827"
"1899","315150","11564","11564_315150"
"1900","79426","22695","22695_79426"
"1901","313756","269615","269615_313756"
"1902","84496","20853","20853_84496"
"1903","502759","18291","18291_502759"
"1904","361262","217995","217995_361262"
"1905","64622","11538","11538_64622"
"1906","362759","97827","97827_362759"
"1907","100360291","100009600","100009600_100360291"
"1908","315291","12455","12455_315291"
"1909","360560","74477","74477_360560"
"1910","305455","24116","24116_305455"
"1911","362501","106021","106021_362501"
"1912","304298","17425","17425_304298"
"1913","304862","108989","108989_304862"
"1914","314537","77706","77706_314537"
"1915","315523","235134","235134_315523"
"1916","25019","14375","14375_25019"
"1917","65168","24044","24044_65168"
"1918","314681","237422","237422_314681"
"1919","301245","28064","28064_301245"
"1920","65278","103236","103236_65278"
"1921","29476","20340","20340_29476"
"1922","310958","108946","108946_310958"
"1923","305908","30054","30054_305908"
"1924","362166","192285","192285_362166"
"1925","81725","18198","18198_81725"
"1926","64185","12331","12331_64185"
"1927","29171","11832","11832_29171"
"1928","58835","236539","236539_58835"
"1929","100362346","116871","116871_100362346"
"1930","300029","72960","72960_300029"
"1931","113976","50790","50790_113976"
"1932","503027","399510","399510_503027"
"1933","305035","52477","52477_305035"
"1934","289693","13204","13204_289693"
"1935","29559","14805","14805_29559"
"1936","170538","18753","18753_170538"
"1937","298757","56298","56298_298757"
"1938","297387","232157","232157_297387"
"1939","310681","69585","69585_310681"
"1940","83529","22333","22333_83529"
"1941","684304","27393","27393_684304"
"1942","288514","68510","68510_288514"
"1943","25594","19046","19046_25594"
"1944","58857","30960","30960_58857"
"1945","300033","66656","66656_300033"
"1946","81827","19184","19184_81827"
"1947","305610","237711","237711_305610"
"1948","502128","195236","195236_502128"
"1949","113975","107939","107939_113975"
"1950","117060","70790","70790_117060"
"1951","360715","117606","117606_360715"
"1952","140670","71770","71770_140670"
"1953","295461","99683","99683_295461"
"1954","25344","18673","18673_25344"
"1955","56011","54401","54401_56011"
"1956","297570","74043","74043_297570"
"1957","302705","270669","270669_302705"
"1958","313035","68598","68598_313035"
"1959","500629","105014","105014_500629"
"1960","266712","233900","233900_266712"
"1961","500988","13209","13209_500988"
"1962","363164","67561","67561_363164"
"1963","100364568","75137","75137_100364568"
"1964","362783","68519","68519_362783"
"1965","361275","209645","209645_361275"
"1966","83534","12751","12751_83534"
"1967","29677","19182","19182_29677"
"1968","54240","11447","11447_54240"
"1969","245957","212880","212880_245957"
"1970","288652","80291","80291_288652"
"1971","680515","70466","70466_680515"
"1972","680229","24051","24051_680229"
"1973","305888","239102","239102_305888"
"1974","309452","18034","18034_309452"
"1975","297380","243510","243510_297380"
"1976","313662","17150","17150_313662"
"1977","25413","12896","12896_25413"
"1978","301363","26921","26921_301363"
"1979","315634","67010","67010_315634"
"1980","362414","101206","101206_362414"
"1981","282827","11632","11632_282827"
"1982","24660","18858","18858_24660"
"1983","290300","29820","29820_290300"
"1984","117243","216739","216739_117243"
"1985","366169","76246","76246_366169"
"1986","294236","14885","14885_294236"
"1987","309194","225895","225895_309194"
"1988","306516","68153","68153_306516"
"1989","89816","233489","233489_89816"
"1990","316530","69171","69171_316530"
"1991","315151","223701","223701_315151"
"1992","288731","72542","72542_288731"
"1993","501157","66646","66646_501157"
"1994","500199","69956","69956_500199"
"1995","292156","54673","54673_292156"
"1996","300257","56612","56612_300257"
"1997","288479","18861","18861_288479"
"1998","64196","224903","224903_64196"
"1999","301126","224902","224902_301126"
"2000","287953","15547","15547_287953"
"2001","24957","14645","14645_24957"
"2002","116655","76936","76936_116655"
"2003","246047","67488","67488_246047"
"2004","171441","68090","68090_171441"
"2005","301509","21961","21961_301509"
"2006","361401","192654","192654_361401"
"2007","117057","17912","17912_117057"
"2008","313479","18392","18392_313479"
"2009","685233","237943","237943_685233"
"2010","303141","192786","192786_303141"
"2011","246304","74081","74081_246304"
"2012","25135","17975","17975_25135"
"2013","114021","69072","69072_114021"
"2014","362522","242466","242466_362522"
"2015","171408","67880","67880_171408"
"2016","306022","319448","319448_306022"
"2017","365871","229599","229599_365871"
"2018","84491","104009","104009_84491"
"2019","298584","12345","12345_298584"
"2020","25620","12916","12916_25620"
"2021","306141","24064","24064_306141"
"2022","361641","67417","67417_361641"
"2023","29489","13424","13424_29489"
"2024","117088","94191","94191_117088"
"2025","288937","20725","20725_288937"
"2026","291085","20719","20719_291085"
"2027","306892","20706","20706_306892"
"2028","361613","72590","72590_361613"
"2029","303599","77097","77097_303599"
"2030","29390","66461","66461_29390"
"2031","25681","12813","12813_25681"
"2032","298657","12353","12353_298657"
"2033","301120","328845","328845_301120"
"2034","316124","78625","78625_316124"
"2035","316164","20230","20230_316164"
"2036","84024","18979","18979_84024"
"2037","296851","330260","330260_296851"
"2038","361517","22323","22323_361517"
"2039","304763","226412","226412_304763"
"2040","308215","12648","12648_308215"
"2041","299858","16971","16971_299858"
"2042","56782","19073","19073_56782"
"2043","317259","53610","53610_317259"
"2044","25577","22630","22630_25577"
"2045","294027","12821","12821_294027"
"2046","313575","56198","56198_313575"
"2047","306344","70807","70807_306344"
"2048","361712","74126","74126_361712"
"2049","364705","20708","20708_364705"
"2050","361241","20723","20723_361241"
"2051","291318","18108","18108_291318"
"2052","83803","19079","19079_83803"
"2053","362557","72787","72787_362557"
"2054","309866","11630","11630_309866"
"2055","366016","227699","227699_366016"
"2056","679784","319848","319848_679784"
"2057","306950","218103","218103_306950"
"2058","171080","20504","20504_171080"
"2059","266730","105355","105355_266730"
"2060","170724","67628","67628_170724"
"2061","29386","17257","17257_29386"
"2062","288077","15163","15163_288077"
"2063","25667","110075","110075_25667"
"2064","499539","320506","320506_499539"
"2065","100125374","100113398","100113398_100125374"
"2066","298881","70881","70881_298881"
"2067","25724","192897","192897_25724"
"2068","316130","66905","66905_316130"
"2069","296554","227613","227613_296554"
"2070","554353","23890","23890_554353"
"2071","297520","171095","171095_297520"
"2072","298959","403205","403205_298959"
"2073","313387","230484","230484_313387"
"2074","360604","217116","217116_360604"
"2075","287109","69259","69259_287109"
"2076","246150","100986","100986_246150"
"2077","25677","17152","17152_25677"
"2078","259170","192160","192160_259170"
"2079","60333","56047","56047_60333"
"2080","29606","18554","18554_29606"
"2081","64440","20983","20983_64440"
"2082","116487","21810","21810_116487"
"2083","25460","15366","15366_25460"
"2084","363241","55949","55949_363241"
"2085","501153","73884","73884_501153"
"2086","29658","12299","12299_29658"
"2087","291047","107889","107889_291047"
"2088","502380","56093","56093_502380"
"2089","64552","17476","17476_64552"
"2090","89829","12702","12702_89829"
"2091","315617","214597","214597_315617"
"2092","114839","51813","51813_114839"
"2093","303763","22680","22680_303763"
"2094","361653","233912","233912_361653"
"2095","246303","66870","66870_246303"
"2096","29143","14824","14824_29143"
"2097","362646","213499","213499_362646"
"2098","290706","72612","72612_290706"
"2099","54227","11867","11867_54227"
"2100","246115","50784","50784_246115"
"2101","303247","83813","83813_303247"
"2102","498000","52469","52469_498000"
"2103","24375","71665","71665_24375"
"2104","300985","235587","235587_300985"
"2105","360776","66096","66096_360776"
"2106","690810","30947","30947_690810"
"2107","83576","20661","20661_83576"
"2108","362463","67529","67529_362463"
"2109","171092","27041","27041_171092"
"2110","501181","98363","98363_501181"
"2111","304529","231668","231668_304529"
"2112","360572","268449","268449_360572"
"2113","300289","27494","27494_300289"
"2114","499254","209760","209760_499254"
"2115","308310","353499","353499_308310"
"2116","291129","22360","22360_291129"
"2117","171086","70827","70827_171086"
"2118","84492","21682","21682_84492"
"2119","689779","67978","67978_689779"
"2120","310194","67773","67773_310194"
"2121","297865","319901","319901_297865"
"2122","361726","66072","66072_361726"
"2123","288182","224250","224250_288182"
"2124","54294","19737","19737_54294"
"2125","140936","19674","19674_140936"
"2126","171358","215303","215303_171358"
"2127","690825","14710","14710_690825"
"2128","680149","14699","14699_680149"
"2129","64199","66066","66066_64199"
"2130","59268","76500","76500_59268"
"2131","245965","66043","66043_245965"
"2132","24551","17449","17449_24551"
"2133","287367","26572","26572_287367"
"2134","114491","56222","56222_114491"
"2135","353316","54722","54722_353316"
"2136","315851","83603","83603_315851"
"2137","291796","59025","59025_291796"
"2138","362799","217944","217944_362799"
"2139","246299","66596","66596_246299"
"2140","298762","20463","20463_298762"
"2141","24277","12966","12966_24277"
"2142","301468","12965","12965_301468"
"2143","684028","12964","12964_684028"
"2144","24278","12967","12967_24278"
"2145","81774","27207","27207_81774"
"2146","24962","107869","107869_24962"
"2147","29213","22153","22153_29213"
"2148","24787","20656","20656_24787"
"2149","66013","236915","236915_66013"
"2150","311642","72043","72043_311642"
"2151","361087","105439","105439_361087"
"2152","365372","68449","68449_365372"
"2153","363484","12212","12212_363484"
"2154","25240","11826","11826_25240"
"2155","58935","14456","14456_58935"
"2156","312711","319352","319352_312711"
"2157","84573","83762","83762_84573"
"2158","85242","18969","18969_85242"
"2159","301035","71268","71268_301035"
"2160","302399","75064","75064_302399"
"2161","300733","56434","56434_300733"
"2162","29753","22627","22627_29753"
"2163","688502","381813","381813_688502"
"2164","296733","100910","100910_296733"
"2165","361432","12555","12555_361432"
"2166","50671","14104","14104_50671"
"2167","100302373","381418","381418_100302373"
"2168","301575","64294","64294_301575"
"2169","679357","270110","270110_679357"
"2170","116478","77480","77480_116478"
"2171","500569","99982","99982_500569"
"2172","306825","218203","218203_306825"
"2173","64354","15565","15565_64354"
"2174","292462","237253","237253_292462"
"2175","691155","76551","76551_691155"
"2176","170641","319387","319387_170641"
"2177","24516","16476","16476_24516"
"2178","301117","53895","53895_301117"
"2179","24659","110312","110312_24659"
"2180","296789","20349","20349_296789"
"2181","29211","20743","20743_29211"
"2182","58822","27373","27373_58822"
"2183","290028","66246","66246_290028"
"2184","313867","72416","72416_313867"
"2185","24414","14816","14816_24414"
"2186","498972","234577","234577_498972"
"2187","305291","57357","57357_305291"
"2188","25721","14719","14719_25721"
"2189","293719","225896","225896_293719"
"2190","64701","20014","20014_64701"
"2191","364837","71683","71683_364837"
"2192","362474","76187","76187_362474"
"2193","361050","71330","71330_361050"
"2194","81734","54003","54003_81734"
"2195","641521","192198","192198_641521"
"2196","362750","73991","73991_362750"
"2197","361324","20358","20358_361324"
"2198","298596","67680","67680_298596"
"2199","79121","11845","11845_79121"
"2200","100125362","330941","330941_100125362"
"2201","293112","233490","233490_293112"
"2202","291677","76594","76594_291677"
"2203","29633","15531","15531_29633"
"2204","501007","319477","319477_501007"
"2205","361258","71745","71745_361258"
"2206","155812","94090","94090_155812"
"2207","59322","245684","245684_59322"
"2208","84480","12176","12176_84480"
"2209","29461","381677","381677_29461"
"2210","291165","66707","66707_291165"
"2211","298342","67050","67050_298342"
"2212","363221","52846","52846_363221"
"2213","94193","228355","228355_94193"
"2214","500943","71544","71544_500943"
"2215","316258","12488","12488_316258"
"2216","313560","51797","51797_313560"
"2217","363006","21357","21357_363006"
"2218","64057","73940","73940_64057"
"2219","307992","226255","226255_307992"
"2220","24415","108068","108068_24415"
"2221","56768","26875","26875_56768"
"2222","307075","207615","207615_307075"
"2223","246294","71648","71648_246294"
"2224","64107","237362","237362_64107"
"2225","83839","12307","12307_83839"
"2226","303280","72503","72503_303280"
"2227","246757","231003","231003_246757"
"2228","282587","30785","30785_282587"
"2229","679949","76980","76980_679949"
"2230","360993","104570","104570_360993"
"2231","79146","380785","380785_79146"
"2232","293546","64297","64297_293546"
"2233","360656","237988","237988_360656"
"2234","304017","28185","28185_304017"
"2235","680111","19650","19650_680111"
"2236","684871","69068","69068_684871"
"2237","29340","18754","18754_29340"
"2238","306380","234353","234353_306380"
"2239","361473","108853","108853_361473"
"2240","83617","15259","15259_83617"
"2241","289095","226518","226518_289095"
"2242","360652","237979","237979_360652"
"2243","301004","69232","69232_301004"
"2244","288057","107589","107589_288057"
"2245","192247","20370","20370_192247"
"2246","312478","16950","16950_312478"
"2247","309003","233905","233905_309003"
"2248","24803","22318","22318_24803"
"2249","300974","94062","94062_300974"
"2250","114244","15166","15166_114244"
"2251","65207","19743","19743_65207"
"2252","613226","229706","229706_613226"
"2253","24400","14688","14688_24400"
"2254","494344","15936","15936_494344"
"2255","311349","140810","140810_311349"
"2256","296470","66496","66496_296470"
"2257","64462","104318","104318_64462"
"2258","287127","57354","57354_287127"
"2259","365985","229949","229949_365985"
"2260","287822","217310","217310_287822"
"2261","683381","20467","20467_683381"
"2262","64443","64378","64378_64443"
"2263","294456","319638","319638_294456"
"2264","308845","72981","72981_308845"
"2265","362829","66094","66094_362829"
"2266","266766","54720","54720_266766"
"2267","289104","96875","96875_289104"
"2268","301361","381338","381338_301361"
"2269","120095326","19241","19241_120095326"
"2270","361422","72042","72042_361422"
"2271","300888","66111","66111_300888"
"2272","299954","66218","66218_299954"
"2273","299052","79459","79459_299052"
"2274","83578","216134","216134_83578"
"2275","315646","382137","382137_315646"
"2276","299897","83925","83925_299897"
"2277","293067","65098","65098_293067"
"2278","361232","68083","68083_361232"
"2279","84352","12843","12843_84352"
"2280","25526","19215","19215_25526"
"2281","362952","55944","55944_362952"
"2282","360854","67771","67771_360854"
"2283","83531","22334","22334_83531"
"2284","690344","107197","107197_690344"
"2285","303369","16882","16882_303369"
"2286","312560","22591","22591_312560"
"2287","361640","26939","26939_361640"
"2288","293743","383435","383435_293743"
"2289","116740","108105","108105_116740"
"2290","24613","18386","18386_24613"
"2291","81817","22282","22282_81817"
"2292","83712","245688","245688_83712"
"2293","287552","104184","104184_287552"
"2294","192255","22187","22187_192255"
"2295","65274","18226","18226_65274"
"2296","140654","27050","27050_140654"
"2297","304805","72017","72017_304805"
"2298","79449","19933","19933_79449"
"2299","100910813","332427","332427_100910813"
"2300","29539","11669","11669_29539"
"2301","297339","12332","12332_297339"
"2302","315771","235439","235439_315771"
"2303","303222","216831","216831_303222"
"2304","171155","231086","231086_171155"
"2305","25578","22631","22631_25578"
"2306","308666","20430","20430_308666"
"2307","24832","21838","21838_24832"
"2308","300253","75705","75705_300253"
"2309","296654","227753","227753_296654"
"2310","315324","332131","332131_315324"
"2311","407759","100126226","100126226_407759"
"2312","681126","406219","406219_681126"
"2313","407762","53622","53622_407762"
"2314","315320","16680","16680_315320"
"2315","407761","64818","64818_407761"
"2316","366991","114566","114566_366991"
"2317","315318","74127","74127_315318"
"2318","407760","16679","16679_407760"
"2319","280671","98258","98258_280671"
"2320","303089","94089","94089_303089"
"2321","311373","70928","70928_311373"
"2322","171415","67841","67841_171415"
"2323","60562","58244","58244_60562"
"2324","116484","22166","22166_116484"
"2325","100912013","210045","210045_100912013"
"2326","691086","97895","97895_691086"
"2327","291434","319195","319195_291434"
"2328","294232","69192","69192_294232"
"2329","685045","73112","73112_685045"
"2330","85247","20200","20200_85247"
"2331","24615","20198","20198_24615"
"2332","500306","330406","330406_500306"
"2333","29284","20044","20044_29284"
"2334","313022","53608","53608_313022"
"2335","170637","67742","67742_170637"
"2336","299106","238217","238217_299106"
"2337","25318","14272","14272_25318"
"2338","29693","11938","11938_29693"
"2339","289324","98417","98417_289324"
"2340","363273","26895","26895_363273"
"2341","312710","26894","26894_312710"
"2342","171501","73469","73469_171501"
"2343","252832","78781","78781_252832"
"2344","311959","27407","27407_311959"
"2345","191572","66395","66395_191572"
"2346","25467","16367","16367_25467"
"2347","689388","19288","19288_689388"
"2348","361151","192169","192169_361151"
"2349","117263","19179","19179_117263"
"2350","294680","218490","218490_294680"
"2351","192129","75909","75909_192129"
"2352","80881","28146","28146_80881"
"2353","291211","14593","14593_291211"
"2354","25352","20657","20657_25352"
"2355","29282","65019","65019_29282"
"2356","304815","13710","13710_304815"
"2357","305470","13494","13494_305470"
"2358","58820","22661","22661_58820"
"2359","300679","14012","14012_300679"
"2360","303313","380713","380713_303313"
"2361","288666","56433","56433_288666"
"2362","64465","12540","12540_64465"
"2363","314648","103425","103425_314648"
"2364","286906","71853","71853_286906"
"2365","24886","21391","21391_24886"
"2366","361677","54473","54473_361677"
"2367","287470","20316","20316_287470"
"2368","678893","217684","217684_678893"
"2369","299246","76260","76260_299246"
"2370","293886","67072","67072_293886"
"2371","317343","26896","26896_317343"
"2372","314397","217835","217835_314397"
"2373","290638","72297","72297_290638"
"2374","308875","56212","56212_308875"
"2375","308163","12458","12458_308163"
"2376","361522","232989","232989_361522"
"2377","116550","11949","11949_116550"
"2378","362185","77015","77015_362185"
"2379","292739","66367","66367_292739"
"2380","295213","20196","20196_295213"
"2381","293684","78891","78891_293684"
"2382","24439","14651","14651_24439"
"2383","362597","230752","230752_362597"
"2384","114212","50883","50883_114212"
"2385","65139","20042","20042_65139"
"2386","310207","20356","20356_310207"
"2387","293617","73835","73835_293617"
"2388","83508","21853","21853_83508"
"2389","64204","18810","18810_64204"
"2390","25363","11370","11370_25363"
"2391","298147","66928","66928_298147"
"2392","24791","20692","20692_24791"
"2393","305424","242960","242960_305424"
"2394","245924","224432","224432_245924"
"2395","361734","666907","666907_361734"
"2396","365408","545279","545279_365408"
"2397","361733","64381","64381_361733"
"2398","116673","20970","20970_116673"
"2399","60335","21816","21816_60335"
"2400","64302","67891","67891_64302"
"2401","301701","67052","67052_301701"
"2402","292878","69683","69683_292878"
"2403","680172","17191","17191_680172"
"2404","362834","17192","17192_362834"
"2405","29285","20054","20054_29285"
"2406","361684","17955","17955_361684"
"2407","498727","70078","70078_498727"
"2408","365466","93721","93721_365466"
"2409","361945","50706","50706_361945"
"2410","360855","226517","226517_360855"
"2411","81686","17390","17390_81686"
"2412","81784","67437","67437_81784"
"2413","689377","19332","19332_689377"
"2414","308807","76453","76453_308807"
"2415","314555","239364","239364_314555"
"2416","309828","72480","72480_309828"
"2417","296280","241732","241732_296280"
"2418","29544","22110","22110_29544"
"2419","302612","52808","52808_302612"
"2420","287477","66048","66048_287477"
"2421","293628","68038","68038_293628"
"2422","685867","17904","17904_685867"
"2423","294239","51793","51793_294239"
"2424","85238","104015","104015_85238"
"2425","364838","13476","13476_364838"
"2426","81708","104776","104776_81708"
"2427","684097","54198","54198_684097"
"2428","305332","77569","77569_305332"
"2429","260325","239099","239099_260325"
"2430","171396","240725","240725_171396"
"2431","299314","18636","18636_299314"
"2432","287765","13207","13207_287765"
"2433","304860","74091","74091_304860"
"2434","499672","57912","57912_499672"
"2435","24366","110135","110135_24366"
"2436","299305","382207","382207_299305"
"2437","292777","66411","66411_292777"
"2438","362442","232400","232400_362442"
"2439","252922","11287","11287_252922"
"2440","315702","74211","74211_315702"
"2441","294119","59012","59012_294119"
"2442","29624","11690","11690_29624"
"2443","85265","16475","16475_85265"
"2444","361512","259300","259300_361512"
"2445","29592","12035","12035_29592"
"2446","362896","20852","20852_362896"
"2447","500282","67166","67166_500282"
"2448","362087","98766","98766_362087"
"2449","25486","17925","17925_25486"
"2450","362983","69440","69440_362983"
"2451","84479","217030","217030_84479"
"2452","300032","223642","223642_300032"
"2453","63836","60595","60595_63836"
"2454","306469","66756","66756_306469"
"2455","295692","69482","69482_295692"
"2456","362900","30945","30945_362900"
"2457","64666","381921","381921_64666"
"2458","689619","60345","60345_689619"
"2459","315554","67049","67049_315554"
"2460","24655","18799","18799_24655"
"2461","361069","13829","13829_361069"
"2462","360926","16924","16924_360926"
"2463","315033","26942","26942_315033"
"2464","292808","18624","18624_292808"
"2465","59329","17691","17691_59329"
"2466","316102","93730","93730_316102"
"2467","303414","13861","13861_303414"
"2468","287610","76113","76113_287610"
"2469","303413","17523","17523_303413"
"2470","365972","64918","64918_365972"
"2471","315344","71726","71726_315344"
"2472","298836","266781","266781_298836"
"2473","25368","11534","11534_25368"
"2474","295971","211896","211896_295971"
"2475","361035","56335","56335_361035"
"2476","24602","230899","230899_24602"
"2477","294715","52882","52882_294715"
"2478","84586","14190","14190_84586"
"2479","310833","214137","214137_310833"
"2480","303602","71833","71833_303602"
"2481","155151","12721","12721_155151"
"2482","293186","114332","114332_293186"
"2483","79113","14191","14191_79113"
"2484","308983","18020","18020_308983"
"2485","685232","11964","11964_685232"
"2486","305910","66645","66645_305910"
"2487","100360982","19698","19698_100360982"
"2488","29337","234779","234779_29337"
"2489","292944","19707","19707_292944"
"2490","29728","17217","17217_29728"
"2491","94339","26561","26561_94339"
"2492","246152","72404","72404_246152"
"2493","117019","13667","13667_117019"
"2494","50552","30046","30046_50552"
"2495","83537","20598","20598_83537"
"2496","498940","436059","436059_498940"
"2497","307660","67935","67935_307660"
"2498","113902","104158","104158_113902"
"2499","171118","234671","234671_171118"
"2500","291955","234677","234677_291955"
"2501","291952","72361","72361_291952"
"2502","679817","244595","244595_679817"
"2503","29225","13897","13897_29225"
"2504","24626","18578","18578_24626"
"2505","680445","105559","105559_680445"
"2506","365468","226154","226154_365468"
"2507","24245","12323","12323_24245"
"2508","291659","24010","24010_291659"
"2509","286918","17858","17858_286918"
"2510","305340","245945","245945_305340"
"2511","293038","233410","233410_293038"
"2512","317203","67071","67071_317203"
"2513","26295","108155","108155_26295"
"2514","171497","27219","27219_171497"
"2515","60327","74145","74145_60327"
"2516","316457","18711","18711_316457"
"2517","25246","12215","12215_25246"
"2518","304078","109857","109857_304078"
"2519","89833","14317","14317_89833"
"2520","361929","76295","76295_361929"
"2521","362107","108897","108897_362107"
"2522","361576","56734","56734_361576"
"2523","114512","56321","56321_114512"
"2524","297336","28035","28035_297336"
"2525","171337","215449","215449_171337"
"2526","298510","230721","230721_298510"
"2527","688518","93728","93728_688518"
"2528","295010","241989","241989_295010"
"2529","303518","57376","57376_303518"
"2530","309009","210711","210711_309009"
"2531","60379","53867","53867_60379"
"2532","309523","240641","240641_309523"
"2533","308490","66942","66942_308490"
"2534","295395","66368","66368_295395"
"2535","362485","12448","12448_362485"
"2536","252918","54141","54141_252918"
"2537","289724","75416","75416_289724"
"2538","317275","66229","66229_317275"
"2539","302976","71893","71893_302976"
"2540","171438","72832","72832_171438"
"2541","54225","238055","238055_54225"
"2542","298698","70726","70726_298698"
"2543","500288","14911","14911_500288"
"2544","309025","57752","57752_309025"
"2545","108348073","217869","217869_108348073"
"2546","100360664","224823","224823_100360664"
"2547","83425","83397","83397_83425"
"2548","690966","66420","66420_690966"
"2549","360665","107817","107817_360665"
"2550","65157","56332","56332_65157"
"2551","291234","17345","17345_291234"
"2552","502715","74511","74511_502715"
"2553","116563","11773","11773_116563"
"2554","362584","12840","12840_362584"
"2555","296616","99151","99151_296616"
"2556","310418","242022","242022_310418"
"2557","307767","333315","333315_307767"
"2558","301482","74591","74591_301482"
"2559","287159","14755","14755_287159"
"2560","83708","53311","53311_83708"
"2561","311483","81910","81910_311483"
"2562","29497","19205","19205_29497"
"2563","289312","170760","170760_289312"
"2564","362285","12841","12841_362285"
"2565","24153","232345","232345_24153"
"2566","100364027","216019","216019_100364027"
"2567","361289","140792","140792_361289"
"2568","300075","223696","223696_300075"
"2569","498997","72780","72780_498997"
"2570","363024","68682","68682_363024"
"2571","362818","20431","20431_362818"
"2572","140433","16776","16776_140433"
"2573","307810","77411","77411_307810"
"2574","297333","12180","12180_297333"
"2575","313210","11303","11303_313210"
"2576","295538","76131","76131_295538"
"2577","684297","338523","338523_684297"
"2578","310720","269470","269470_310720"
"2579","361704","56464","56464_361704"
"2580","314393","109181","109181_314393"
"2581","309674","18114","18114_309674"
"2582","309673","72462","72462_309673"
"2583","29480","19736","19736_29480"
"2584","308592","101612","101612_308592"
"2585","64031","18569","18569_64031"
"2586","296345","59091","59091_296345"
"2587","192218","81601","81601_192218"
"2588","298555","230824","230824_298555"
"2589","500366","66532","66532_500366"
"2590","60571","18432","18432_60571"
"2591","24206","235606","235606_24206"
"2592","117537","228003","228003_117537"
"2593","361753","57753","57753_361753"
"2594","306117","210789","210789_306117"
"2595","304024","12892","12892_304024"
"2596","83626","22234","22234_83626"
"2597","303059","380694","380694_303059"
"2598","313913","101023","101023_313913"
"2599","367314","16978","16978_367314"
"2600","300215","74775","74775_300215"
"2601","246212","217692","217692_246212"
"2602","294071","15201","15201_294071"
"2603","499783","99326","99326_499783"
"2604","308516","52428","52428_308516"
"2605","304735","66343","66343_304735"
"2606","314949","19357","19357_314949"
"2607","311592","228846","228846_311592"
"2608","365037","70097","70097_365037"
"2609","108352369","100043318","100043318_108352369"
"2610","308212","240025","240025_308212"
"2611","292925","22088","22088_292925"
"2612","294503","18119","18119_294503"
